accident_id,date,time,am_pm,location,description,autonomous_mode,vehicle_1_make,vehicle_1_model,vehicle_1_year,vehicle_1_moving,vehicle_2_make,vehicle_2_model,vehicle_2_year,vehicle_2_moving,weather_conditions,road_conditions,lighting_conditions,roadway_surface,associated_factors,impact_points,vehicle_damage,Ground_Truth
37,8/14/2023,2:20,AM,"Mountain View, Santa Clara","A registered Ghost AV Test vehicle was hit by crash debris while traveling on I-680 N. The Ghost vehicle neither hit nor was hit by another vehicle. The Ghost car was traveling in AV mode with a registered AV Test Driver behind the wheel and an additional Safety Co-Driver in the passenger seat. Traffic slowed quickly due to a crash ahead of the Ghost car. Consistent with their training, the Ghost driver took control by braking and disengaging the autonomous system. The Ghost car stopped without impacting the preceding car. A Mercedes car immediately following the Ghost car also came to a stop without impacting the Ghost car. Ghost's understanding based on communications at the scene is that a Grand Cherokee traveling behind the Mercedes tried to swerve to avoid impacting the Mercedes but clipped the Mercedes and rolled over. To Ghost's knowledge, nobody in the Grand Cherokee was injured. The Ghost drivers heard a noise and then found that the rear bumper of the Ghost car had been damaged, which Ghost believes resulted from crash debris. The Ghost drivers drove the Ghost car back to the garage in conventional mode. ",No,Toyota,Camry,2017,No,,,,No,weather_a_1,road_conditions_g_1,lighting_a_1,roadway_a_1,other_a_no,rear_bumper,MINOR,
38,8/11/2023,7:38,AM,"Los Angeles, Los Angeles","On August 11, 2023 at 7:38 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a stationary object on North Curson Avenue at Waring Avenue.The Waymo AV was pulling over to the right side of the road, when the test driver transitioned to manual mode and made contact with a recycling bin on the right side of the street. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.",No,Jaguar,I-Pace,2021,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_b_1,roadway_a_1,Not specified,right_front_corner_3,MINOR,
39,8/11/2023,1:45,AM,"San Francisco, San Francisco","At 1:45pm, a WeRide vehicle  (Car 1) was parked at a Van Ness St. parking meter - between Eddy st. and Turk St. when another vehicle (Car 2) began reversing in front of the vehicle in question. The reversing vehicle (Car 2) ultimately collided with the front left corner of the WeRide vehicle (Car 1), causing minor damage to the front bumper. The reversing vehicle (Car 2) did not have any damage. Both drivers were able to confer with one another seconds after the incident took place. The reversing vehicle's driver did not possess any form of insurance or registration.",No,Nissan,Leaf,2023,No,,Ford,1994,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_a_no,left_front_corner_3,MINOR,
40,8/2/2023,10:09,AM,"San Francisco, San Francisco","On August 2, 2023 at 10:09 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Bush Street at Polk Street.The Waymo AV was stopped at a red light on eastbound Bush Street at Polk Street. Shortly after the traffic light turned green and the Waymo AV began to proceed forward, the Waymo AV slowed to a stop. The SUV that was traveling closely behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage, and the trailing SUV left the scene without exchanging information. A passenger in the Waymo AV reported injuries. ",Yes,Jaguar,I-Pace,2021,No,,Subaru Outback 2.5i Limited,2013,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,
41,7/29/2023,2:57,AM,"Santa Monica, Los Angeles","On July 29, 2023 at 2:57 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Santa Monica, California was in a collision involving a cyclist on Colorado Avenue near Ocean Avenue.The Waymo AV was stopped in traffic on southwestbound Colorado Avenue when a cyclist that had been traveling behind the Waymo AV passed the Waymo AV on the right. As the cyclist passed the Waymo AV, the cyclist made contact with the front passenger side sensor of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage and the cyclist did not stop, leaving the scene without exchanging information.",Yes,Jaguar,I-Pace,2021,No,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_front_corner_2,MINOR,
42,7/30/2023,10:41,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“AV”), operating in driverless autonomous mode, was traveling northbound on Mission Street between Virginia Avenue and 29th Street. As the AV was yielding to oncoming traffic in preparation to make a left turn onto westbound 29th Street on a green light, a dark-colored BMW Sedan traveling behind the AV failed to stop and rear-ended the AV, damaging the rear passenger side bumper fascia and rear passenger side wheel molding of the AV. The driver of the dark-colored BMW Sedan left the scene without exchanging information. There were no reported injuries.",Yes,Cruise,AV,2023,Yes,,Sedan,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, right_rear_3",MINOR,
43,7/28/2023,11:51,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling northbound on Van Ness Avenue between California Street and Sacramento Street. As the Cruise AV was passing through the intersection with Sacramento Street on a green light, a bag lying on the roadway blew in front of the Cruise AV. The Cruise AV braked for the object, and a white pickup truck traveling behind the Cruise AV rear-ended the Cruise AV, damaging the rear right bumper, rear right quarter panel, and rear windshield. The driver of the white pickup truck left the scene without exchanging information. There were no reported injuries and the Cruise AV was towed.",Yes,Cruise,AV,2022,Yes,,Pickup truck,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"rear_bumper, right_rear_1",UNK,
44,25-Jul,3:04,AM,"San Francisco, San Francisco","On July 25, 2023 at 3:04 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a pickup truck on Harrison Street at 2nd Street. The Waymo AV was parallel parked along the curb on eastbound Harrison Street at 2nd Street when it began to pull away from the curb and into traffic. As the Waymo AV pulled away from the curb, a pickup truck that was traveling behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). Both vehicles sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_2,MINOR,
45,7/22/2023,11:11,AM,"San Francisco, San Francisco","On July 22, 2023 at 11:11 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on 13th Street east of Folsom Street.The Waymo AV was facing east while stopped just left of the right turn lane on 13th Street, with stopped traffic to the right. After waiting to merge, the Waymo AV reversed slightly to reroute and while doing so, a sensor on the right front of the Waymo AV made contact with the left rear side of a vehicle in the right turn lane. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The other vehicle sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,Kia EV6,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
46,7/21/2023,9:51,AM,"San Francisco, San Francisco","On July 21, 2023 at 9:51 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Leavenworth Street at Golden Gate Avenue.  The collision occurred while the Waymo AV was stopped in the leftmost lane of a two-lane, one-way road at the intersection of Leavenworth Street at Golden Gate Avenue. The Waymo AV was stopped before the intersection, yielding to blocking cross-traffic when the light turned yellow. At that point, a passenger car that had been stopped behind the Waymo AV passed the Waymo AV on the left and proceeded into the intersection. While passing the Waymo AV, the passenger car’s rear passenger side door made contact with the driver side rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The passenger car did not stop but appears to have sustained damage. ",Yes,Jaguar,I-Pace,2021,No,,Ford Contour 24v,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
47,7/24/2023,4:30,AM,"Mountain View, Santa Clara","On Monday, July 24th, a Nuro Prius operating in manual mode was stopped at a red light at the intersection of Monecito and Shoreline. The light turned green and the Nuro Prius was waiting for traffic ahead to proceed, when a vehicle approaching the intersection failed to slow down and rear-ended the Nuro Prius. No injuries were reported. The drivers exchanged insurance information. The Nuro Prius had minor damage to its rear bumper and lidar. ",No,Toyota,Prius,2022,No,,Lexus GX,2022,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_k,rear_bumper,MINOR,
48,7/21/2023,1:56,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on McAllister Street between Van Ness Avenue and Polk Street. As the Cruise AV was slowing for a red light at the intersection with Polk Street, an Infiniti Q60 traveling westbound on McAllister Street failed to stop for the red light, entered the intersection, and made contact with a black sedan traveling southbound on Polk Street that entered the intersection on a green light. The Infiniti Q60 spun after contact and continued into the Cruise AV, damaging the front bumper fascia of the Cruise AV. The driver of the Infiniti Q60 was transported by police. There were no reported injuries and both the Infiniti Q60 and the black sedan were towed from the scene. ",Yes,Cruise,AV,2022,Yes,,"Q60 (""Vehicle 2"")",,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"front_bumper, left_front_corner_3",MINOR,
49,7/21/2023,1:56,AM,"San Francisco, San Francisco","This page is additional information reflecting the other party involved, and is in relation to the other vehicle, the Infiniti Q60 (""Vehicle 2""). The narrative for the accident details remains the same as the narrative for ""Vehicle 2"" page. On the following page, the check marks refer to Vehicle 2 (Infiniti Q60) and Vehicle 3 (Sedan).",Yes,Cruise,AV,2022,Yes,,"Sedan (""Vehicle 3"")",,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"front_bumper, left_front_corner_3",MINOR,
50,7/11/2023,10:13,AM,"San Francisco, San Francisco","On July 11, 2023 at 10:13 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Martin Avenue at Mullen Avenue.While completing a right turn from Martin Avenue onto Mullen Avenue in autonomous mode, the Waymo AV slowed to a stop while entering a narrow roadway. As the Waymo AV started to slowly proceed forward, the test driver transitioned the vehicle to manual mode and proceeded forward, making contact with a parked passenger vehicle. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained damage.",No,Jaguar,I-Pace,2021,Yes,,GMC Envoy,2011,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_front_corner_3, left_front_corner_1",MINOR,
51,7/8/2023,3:08,AM,"Los Angeles, Los Angeles","On July 8, 2023 at 3:08 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a cyclist on S. Alameda Street at 6th Street.The Waymo AV was traveling southbound on S. Alameda Street and preparing to make a right turn onto westbound 6th Street. As the Waymo AV was yielding to cross-traffic and preparing to make a right turn, a cyclist was traveling eastbound on 6th Street and heading the wrong way in the bike lane. The cyclist then turned left, northbound, onto S. Alameda Street, continuing to travel the wrong direction in the bike lane. As the Waymo AV slowly proceeded forward, the cyclist passed the Waymo AV and made contact with the rear passenger side sensor of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage and the cyclist did not stop, leaving the scene without exchanging information.",Yes,Jaguar,I-Pace,2021,Yes,,,,Yes,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,right_rear_3,MINOR,
52,7/3/2023,1:13,AM,"San Francisco, San Francisco","On July 3, 2023 at 1:13 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Hampshire Street at 21st Street. The Waymo AV was traveling southbound on Hampshire Street in autonomous mode when it began to brake as it approached a stopped van on the oncoming side of the narrow roadway. The Waymo AV test driver transitioned to manual mode and began proceeding straight when the passenger side front sensor housing of the Waymo AV made contact with the driver side mirror of a passenger car parked along the curb on southbound Hampshire Street. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both the Waymo AV and the passenger car sustained damage.",No,Jaguar,I-Pace,2021,Yes,,Toyota Avalon XLS,2002,No,"weather_b_1, weather_b_2",Not specified,"lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_front_corner_2,MINOR,
53,7/2/2023,12:07,PM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling northbound on Franklin Street in the second rightmost lane between Hayes Street and Fell Street. At the same time, a white Kia Forte traveling in the adjacent center lane veered into the Cruise AV’s lane without a turn signal. Shortly thereafter, contact was made with the Cruise AV’s driver side front and rear passenger door, damaging the driver side front and rear passenger door of the Cruise AV. The driver of the white Kia Forte left the scene without exchanging information. There were no reported injuries.",Yes,Cruise,AV,2023,Yes,,Kia Forte,2022,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"front_driver_side_1, left_rear_passenger_3",MINOR,
54,6/29/2023,7:50,AM,"San Francisco, San Francisco","On June 29, 2023 at 7:50 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a pickup truck on Jersey Street at Church Street. The Waymo AV was traveling eastbound on Jersey Street and stopped at a stop sign at the intersection of Church Street. While yielding to pedestrians crossing the street, a pickup truck traveling directly behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. ",Yes,Jaguar,I-Pace,2021,No,,Ford F-150,,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
55,6/29/2023,11:18,AM,"Los Angeles, Los Angeles","On June 29, 2023 at 11:18 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a pick-up truck on 4th Street at S. June Street.The Waymo AV was traveling eastbound on 4th Street and stopped at a stop sign at the intersection of S. June Street when a pick-up truck approached the Waymo AV from behind and made contact with the rear of the Waymo AV. The Waymo AV test driver took manual control of the Waymo AV to pull over, and the pick-up truck made further contact the Waymo AV. At the time of the initial impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage.",Yes,Jaguar,I-Pace,2021,No,,Chevrolet Silverado,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"rear_bumper, right_rear_1, right_front_corner_2, front_bumper, right_front_corner_3",MINOR,
56,6/29/2023,3:39,AM,"San Francisco, San Francisco","On June 29, 2023 at 3:39 PM PDT, an Apollo Autonomous Vehicle (“Apollo AV”) operating in San Francisco, California, was in a collision involving a scooter on Moraga Street near 34th Ave. The Apollo AV was traveling westbound on Moraga Street passing the intersection with 34th Ave. The intersection has stop signs clearly installed at all four ways, which require vehicles to make full stop before entering the intersection. The Apollo AV made a full stop, entered and passed approximately 75% of the intersection. A person on scooter coming southbound from 34th Ave.,  approached the intersection. The person on scooter entered the intersection without stopping, then made contact with the passenger rear-side of Apollo AV. Our Apollo AV operator immediately disengaged the AV, pulled over to the closest safe place to park, got out of the car to check the person on scooter, who already left the scene on his scooter without exchanging any information. The Apollo AV had small minor paint scratch, which do not need repair. The police were not called. ",Yes,Chrysler,Pacifica,2020,Yes,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_l,Not specified,NONE,
57,6/28/2023,9:19,AM,"San Francisco, San Francisco","On June 28, 2023 at 9:19 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a pickup truck on Great Highway near Kirkham Street. The Waymo AV was parallel parked along the curb on southbound Great Highway when a pickup truck that was initially parked directly behind the Waymo AV began to maneuver out of its parking spot. As the pickup truck pulled out of the parking spot, it initiated a multi-turn maneuver and reversed into the parked Waymo AV. The rear passenger's side corner of the pickup truck made contact with the driver side rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. ",Yes,Jaguar,I-Pace,2021,No,,Mazda B2600i,1991,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,
58,6/29/2023,1:05,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in supervised autonomous mode, was traveling southbound on Selby Street between Palou Avenue and Oakdale Avenue. The Cruise AV came to a stop behind a semi-trailer truck that was slowly reversing diagonally onto Selby Street from the intersection with Palou Avenue. As the semi-trailer truck began encroaching into the Cruise AV’s lane of travel, the Cruise AV operator disengaged from autonomous into manual mode and began reversing the Cruise AV, causing the Cruise AV to back into a different semi-trailer truck parked behind the Cruise AV. This caused damage to the Cruise AV’s rear passenger side wheel molding. The Cruise AV operator left information for the other party and there were no reported injuries.",No,Cruise,AV,2020,Yes,,Semi-Trailer Truck,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_3, right_rear_passenger_2",MINOR,
59,6/24/2023,11:08,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling southbound on Tennessee Street between Mariposa Street and 18th Street when it approached a Lexus Sedan that was stopped in the middle of the road between the Cruise AV’s lane of travel and opposite lane of travel. As the Cruise AV passed the stopped Lexus Sedan on the right, the passenger of the Lexus Sedan opened their front passenger side door, making contact with the Cruise AV’s lower front driver side bumper fascia. This caused damage to the Cruise AV’s lower front driver side bumper fascia and front driver side wheel opening molding. The driver of the Lexus Sedan left the scene without exchanging information. There were no reported injuries.",Yes,Cruise,AV,2023,Yes,,Sedan,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_1,MINOR,
60,6/17/2023,10:45,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was parked in a parking space in a Costco lot facility. As the Cruise AV operator was reversing out of the parking space, the Cruise AV made contact with a cement pillar, damaging the front driver side bumper fascia of the Cruise AV. There were no reported injuries.",No,Cruise,AV,2023,Yes,,,,No,weather_b_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,left_front_corner_1,UNK,
61,6/18/2023,5:50,AM,"San Francisco, San Francisco","A Zoox vehicle in manual mode was stopped in stop-and-go traffic southbound on Montgomery St. at the intersection of Pine St. when it was struck from behind by vehicle 2.  Police were not called, and Zoox operators later reported injuries. ",No,Toyota ,Highlander,2016,No,,Toyota 4runner,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,UNK,
62,6/18/2023,5:06,AM,"San Francisco, San Francisco","On June 18, 2023 at 5:06 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Market Street and Diamond Street.The Waymo AV was stopped for a red light on Market Street at Diamond Street with its turn signal activated to indicate intent to turn left onto Diamond Street. The traffic light turned green, and the Waymo AV slowly moved forward, yielding to oncoming traffic, when the vehicle that had been previously stopped behind the Waymo AV proceeded forward, making contact with the rear bumper of the Waymo AV. The other party immediately left the scene of the event. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,Nissan Maxima,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper, right_rear_1",MINOR,
63,6/17/2023,11:30,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling westbound on 19th Street between Capp Street and Mission Street. The Cruise AV slowed to a stop due to a pedestrian on a scooter who entered the lane of traffic in front of the AV and started proceeding in circles. Shortly thereafter, the pedestrian approached the stopped Cruise AV, placed the scooter on the ground in front of the Cruise AV’s front passenger side tire, and walked away off the roadway. After the pedestrian left, the Cruise AV attempted to proceed forward and made contact with the abandoned scooter. There were no damages to the Cruise AV and there were no reported injuries.",Yes,Cruise,AV,2023,Yes,,Spin Scooter,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
64,6/15/2023,9:36,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on Sacramento Street between Lyon Street and Baker Street. The Cruise AV approached a motorized articulating boom lift (“ABL”), which was stopped in the Cruise AV’s lane of travel. As the Cruise AV began to maneuver around and to the left of the ABL, the Cruise AV made contact with the arm of the ABL, which was elevated above the roadway. This caused damage to the Cruise AV’s roof Lidar assembly. There were no reported injuries.",Yes,Cruise,AV,2022,Yes,,Articulating Boom Lift (Model # 860SJ),2016,No,"weather_b_1, weather_b_2","road_conditions_g_1, road_conditions_g_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"front_passenger_side_1, right_rear_passenger_3",MAJOR,
65,6/11/2023,3:44,AM,"San Francisco, San Francisco","On June 11, 2023 at 3:44 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Santiago Street near 42nd Avenue.The Waymo AV was parallel parked along the curb on eastbound Santiago Street when a passenger car pulled up behind the Waymo AV. The front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. ",Yes,Jaguar,I-Pace,2021,No,,Toyota C-HR,2018,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_1,MINOR,
66,6/9/2023,10:22,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling northbound on Harrison St. between 18th Street and 19th Street. As the Cruise AV was coming to a stop for a stop sign at the intersection with 18th Street, a van approaching from the rear failed to stop behind the Cruise AV and made contact with the Cruise AV's rear bumper, damaging the rear bumper of the Cruise AV. Police and Emergency Medical Services were called and the Cruise AV was towed from the scene. The driver of the van was transported by Emergency Medical Services for further evaluation.",Yes,Cruise,AV,2022,No,,Transit Cargo Van,2018,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper, right_rear_1",MINOR,
67,6/8/2023,10:37,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling southbound on Revere Avenue between Industrial Street and Selby Street. The Cruise AV came to a stop behind a GMC Yukon that was stopped diagonally in the Cruise AV’s lane of travel. After the Cruise AV came to a complete stop, the GMC Yukon began reversing further into the Cruise AV’s lane and made contact with the Cruise AV, damaging the front bumper fascia of the Cruise AV. The parties exchanged information and there were no reported injuries.",Yes,Cruise,AV,2022,No,,Denali,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,front_bumper,MINOR,
68,6/5/2023,12:53,PM,"San Francisco, San Francisco","On June 5, 2023 at 12:53 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a van in a parking lot at 3911 3rd Street.The Waymo AV came to a stop while yielding to a pickup truck which was reversing into a perpendicular parking space in front of the Waymo AV. While the Waymo AV was stopped, a van which was in a parking space immediately to the right of the Waymo AV began reversing out of the parking space. The rear of the van made contact with the right side of the Waymo AV. The Waymo AV sustained damage. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode.",Yes,Jaguar,I-Pace,2021,No,,GMC,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_passenger_side_4,MINOR,
69,6/1/2023,10:53,AM,"LONG BEACH, LOS ANGELES","THE DRIVER WAS OPERATING THIS VEHICLE ON US HWY 710N IN L2 MODE APPROACHING THE INTERCHANGE WITH THE US HWY 91. AS DRIVER APPROACHED AN OVERPASS, A 4-FOOT LONG STEEL ROD FELL FROM THE BRIDGE AND BOUNCED OFF THE HIGHWAY BEFORE HITTING THE FRONT BUMPER OF THE VEHICLE. THE DRIVER TOOK MANUAL CONTROL AND BROUGHT THE VEHICLE TO A STOP ON THE SHOULDER.  DAMAGE WAS INCURRED TO THE FRONT BUMPER INCLUDING DESTRUCTION OF A CAMERA SENSOR, LIDAR, AND RADAR.  NO INJURIES WERE REPORTED BY THE DRIVER AND HE WAS ABLE TO DRIVE FROM THE SCENE OF THE INCIDENT. ",No,S CLASS,MERCEDES-BENZ,2022,No,,,,No,weather_b_1,road_conditions_h_1,lighting_a_1,roadway_a_1,other_k,"left_rear_1, rear_bumper, right_rear_1",UNK,
70,6/8/2023,2:06,AM,"San Jose, Santa Clara","At 2:06pm a WeRide driverless vehicle (car 1) was stopped behind a big rig truck (vehicle 2). As our vehicle (car 1) was stopped behind the big rig truck, the big rig truck proceeded to reverse backwards and eventually collided into the WeRide vehicle (car 1). Both parties pulled over both involved vehicles and cooperated to exchange information. The damage sustained to the WeRide vehicle was moderate and the big rig truck did not have any damage. ",Yes,Nissan,Leaf,2019,No,,Volvo,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2","other_a_no, other_b, other_g","front_bumper, right_front_corner_3, left_front_corner_3",UNK,
